x	y	z
0.6311284899711609	0.5836434364318848	-0.026977557688951492
0.6304973363876343	0.5832728743553162	-0.026613492518663406
0.6319166421890259	0.5834142565727234	-0.025169866159558296
0.6326600313186646	0.5811701416969299	-0.02449508011341095
0.6322811841964722	0.5781147480010986	-0.024048516526818275
0.6321698427200317	0.5754792094230652	-0.023413198068737984
0.635810375213623	0.57734215259552	-0.022037027403712273
0.6349425315856934	0.5804676413536072	-0.02158435434103012
0.6348382830619812	0.582703173160553	-0.022132035344839096
0.6335073113441467	0.5849173069000244	-0.022820953279733658
0.6300109624862671	0.587174117565155	-0.02210540883243084
0.6305733919143677	0.5867496132850647	-0.022372260689735413
0.6302059292793274	0.5870599746704102	-0.021150169894099236
0.6295930743217468	0.5846178531646729	-0.02079344540834427
0.6294603943824768	0.5861940383911133	-0.021151691675186157
0.6294414401054382	0.5864747762680054	-0.020057259127497673
0.6300317645072937	0.5876867771148682	-0.02067062258720398
0.6298401951789856	0.5901032090187073	-0.020320791751146317
0.6282155513763428	0.5912408232688904	-0.020608440041542053
0.6286652088165283	0.5907006859779358	-0.020464153960347176
0.6277557015419006	0.5929505228996277	-0.020184068009257317
0.6293427348136902	0.5946564674377441	-0.019358748570084572
0.6271887421607971	0.5972808599472046	-0.01868065446615219
0.6257961392402649	0.597452700138092	-0.0184120312333107
0.6262456178665161	0.5984028577804565	-0.018483741208910942
0.6245168447494507	0.5968700051307678	-0.018685292452573776
0.6220781803131104	0.5934943556785583	-0.018813904374837875
0.6213768124580383	0.5928077101707458	-0.01858183927834034
0.6186621785163879	0.5934693217277527	-0.0183565691113472
0.6166122555732727	0.5940055251121521	-0.018342286348342896
0.615147054195404	0.594016969203949	-0.018743226304650307
0.6155502796173096	0.5946613550186157	-0.01927727274596691
0.6132111549377441	0.5971001982688904	-0.01890679821372032
0.6089261770248413	0.6007930636405945	-0.017878299579024315
0.6039441823959351	0.6031455397605896	-0.017841532826423645
0.6028531789779663	0.6063565611839294	-0.017509089782834053
0.6052386164665222	0.6076926589012146	-0.015987534075975418
0.6067603230476379	0.6089707612991333	-0.015635676681995392
0.6073384881019592	0.6089184284210205	-0.01554456353187561
0.6072824597358704	0.6099407076835632	-0.015519723296165466
0.6065987944602966	0.610017716884613	-0.015507079660892487
0.6068360209465027	0.6114822626113892	-0.015439068898558617
0.6076535582542419	0.6104574203491211	-0.01491890475153923
0.6053248047828674	0.6118142008781433	-0.014037046581506729
0.605883002281189	0.6111259460449219	-0.014241435565054417
0.6139055490493774	0.6112502217292786	-0.012232412584125996
0.6144505143165588	0.6110889911651611	-0.011626731604337692
0.6148203611373901	0.6121369004249573	-0.012196945026516914
0.6165838241577148	0.6134940385818481	-0.012833024375140667
0.6147963404655457	0.6152456402778625	-0.012549007311463356
0.6139359474182129	0.6165537238121033	-0.013256466016173363
0.6127116680145264	0.6167342662811279	-0.012963279150426388
0.6146543622016907	0.6154024004936218	-0.013022804632782936
0.608156144618988	0.613496720790863	-0.013559971936047077
0.6069939136505127	0.612321674823761	-0.014334864914417267
0.6090906858444214	0.6104109287261963	-0.0155790401622653
0.6112895011901855	0.6096475124359131	-0.015529470518231392
0.6117071509361267	0.6082653999328613	-0.01638726517558098
0.6144821047782898	0.6086826324462891	-0.016815466806292534
0.6161841154098511	0.6073966026306152	-0.016987867653369904
0.6168561577796936	0.6057827472686768	-0.0174772497266531
0.6162300109863281	0.6048516631126404	-0.017811350524425507
0.6167120933532715	0.6038192510604858	-0.016812624409794807
0.6151509881019592	0.6042889952659607	-0.016463752835989
0.616424560546875	0.6019060611724854	-0.017817342653870583
0.6166207790374756	0.5976554155349731	-0.018538275733590126
0.6174893975257874	0.5956723690032959	-0.019524037837982178
0.6222059726715088	0.593567430973053	-0.02022555097937584
0.6221950054168701	0.591959536075592	-0.020798999816179276
0.6252443790435791	0.5882581472396851	-0.020835597068071365
